customer_tweet_id,customer_text,historical_brand_reply,predicted_intent,confidence,best_similarity,retrieved_count,action,decision_reason,retrieved_reply
2943362,@AppleSupport my friends iphone was stolen in Vietnam last night. Can we give you the IMEI to block it?,"@536634 If that device had 'Find my iPhone' enabled, you can remotely lock that iPhone using these steps here: https://t.co/HZF9yw6v5b. Any blocks using the IMEI number would be handled by the phone's carrier. You'll also want to reach out to local law enforcement.",information_or_how_to,0.2916,0.3,8,ESCALATE,Sensitive or unresolved issue,"@806818 If you're having issues on your iPhone, we're happy to help you with it. To do so, go through the steps in the article from our last response, and we'll go from there."
2237269,@AppleSupport can you fix the I️ bug for God’s sake? I’m on 11.1 and it still happens!,"@652402 Hi there. We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",general_support,0.5197,1.0,13,ESCALATE,Intent is too broad or unclear,"@652402 Hi there. We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
2784653,@AppleSupport what do I do if I tired to update my MacBook Pro and it restarted and keeps restarting over and over again? 🙄🤔,"@777514 We'd be happy to help. Check out the steps in this link and if you still need support, send us a DM: https://t.co/rO42NAGDmI https://t.co/GDrqU22YpT",performance_freezing,0.7615,1.0,12,ESCALATE,Device-specific troubleshooting required,"@777514 We'd be happy to help. Check out the steps in this link and if you still need support, send us a DM: https://t.co/rO42NAGDmI https://t.co/GDrqU22YpT"
1089278,"When you take your iPhone to @AppleSupport to fix your charger, but they also mess up your front facing cam, haptics, AND pressure mark","@376978 We want to help. DM us, and we'll look into this. https://t.co/GDrqU22YpT",battery_issue,0.2395,1.0,1,ESCALATE,Low intent confidence,"@376978 We want to help. DM us, and we'll look into this. https://t.co/GDrqU22YpT"
2746111,@118721 @AppleSupport I've been having an issue with in-app purchases for over a month now. when I choose to make a purchase it will be processing for minutes &amp; then it will say an error occurred. help.,@769019 We can help! Let's have you start by taking a look at the following article for some guidance on purchases: https://t.co/U96y4MTG7k,app_or_itunes_issue,0.3098,1.0,4,ESCALATE,Low intent confidence,@769019 We can help! Let's have you start by taking a look at the following article for some guidance on purchases: https://t.co/U96y4MTG7k
1991098,@589274 @115858 help us!! What’s happening with this!!! https://t.co/8OSPZcCrkf,"@589273 We're here to help! Send us a DM telling us which iPhone you're using and the iOS it's running, so we can begin. https://t.co/GDrqU22YpT",general_support,0.2252,1.0,13,ESCALATE,Intent is too broad or unclear,"@589273 We're here to help! Send us a DM telling us which iPhone you're using and the iOS it's running, so we can begin. https://t.co/GDrqU22YpT"
2309268,My phone doesn't want to work anymore! @AppleSupport help me!,"@669791 We'd be happy to help! DM us, and tell us what is going on with your device. https://t.co/GDrqU22YpT",general_support,0.2944,1.0,18,ESCALATE,Intent is too broad or unclear,"@669791 We'd be happy to help! DM us, and tell us what is going on with your device. https://t.co/GDrqU22YpT"
1717441,if @AppleSupport @115858 don’t fix this shit https://t.co/cZ0cQrfDFk,@520046 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.2913,1.0,19,ESCALATE,Intent is too broad or unclear,@520046 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1394549,"@115858. I’m so glad you decided to do this update, not, my iPhone has never been so bad, crashing, turning off! Sort it out please!",@444310 We'd like to look into this with you. Please DM us more about the issues you're experiencing. https://t.co/GDrqU22YpT,software_update_issue,0.7164,0.3047,8,ESCALATE,Low historical similarity,"@721038 Let's check into this. Meet us in DM with what occurs when you try to use your Apple ID, please. https://t.co/GDrqU22YpT"
2009263,"Fuck this iPhone @115858 nothing was wrong with it, until I️ updated it. Y’all some scammers","@594141 If you're having issues with your iPhone, we'd like to help. Send us a DM with the details of what's going on. https://t.co/GDrqU22YpT",software_update_issue,0.3601,1.0,1,ESCALATE,Low intent confidence,"@594141 If you're having issues with your iPhone, we'd like to help. Send us a DM with the details of what's going on. https://t.co/GDrqU22YpT"
1543350,LET ME TYPE THE LETTER “I️” wtffffff @AppleSupport,@269119 Thanks for reaching out. Please come on over to DM and we'll be happy to discuss this issue with you. https://t.co/GDrqU22YpT,general_support,0.3359,0.7432,13,ESCALATE,Intent is too broad or unclear,@517736 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2397963,@AppleSupport how do I fix this? I’m in Bandar Seri Begawan yet the times are off by a minute. https://t.co/ngwpC4zERd,"@690113 Lets check it out together. What device do you own and iOS version are you currently running? Has the device been restarted? Is the time set to ""Set Automatically""? Meet us in DM with your response https://t.co/GDrqU22YpT",general_support,0.4606,1.0,17,ESCALATE,Intent is too broad or unclear,"@690113 Lets check it out together. What device do you own and iOS version are you currently running? Has the device been restarted? Is the time set to ""Set Automatically""? Meet us in DM with your response https://t.co/GDrqU22YpT"
211269,@12188 @115858 Mine lets me call but it crashes all the time. APPLE WTF,@166044 Send us a DM. Let us know the country you're in. We'll be glad to look into this with you. https://t.co/GDrqU22YpT,performance_freezing,0.465,0.3431,7,ESCALATE,Device-specific troubleshooting required,@173763 Thanks for those details. Please move to DM with us using the link below to continue. https://t.co/GDrqU22YpT
1639034,"@AppleSupport All apps keep crashing, both phone and apps running far slower than before, battery running down faster. The thing barely works now.","@501179 Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",performance_freezing,0.3465,0.4195,8,ESCALATE,Device-specific troubleshooting required,@311373 We're happy to help. Does this occur with pre-installed apps or 3rd party apps? What's the iOS version installed on your device?
2487108,@AppleSupport my daughter’s earpod made a static noise &amp;she felt her ear burning. Pods have marks on them. Dangerous! #apple #earpod https://t.co/nPueYX18W7,@464687 We'd like to look into this. Please send us a DM with more information on what happened. https://t.co/GDrqU22YpT,information_or_how_to,0.2358,0.2813,2,ESCALATE,Low intent confidence,"@612170 We want to help you. Send us a DM and tell us which country you're in, and if these EarPods came with your iPhone. https://t.co/GDrqU22YpT"
1524148,@AppleSupport does the #iPhoneX come with iOS 11.1 installed? Should I upgrade my current phone to 11.1?,"@473506 Hi! The iPhone X does come with iOS 11, but may need to be updated to iOS 11.1. Check here for steps: https://t.co/80YRnjDFDk",software_update_issue,0.8916,0.4146,5,AUTO-HANDLE,High-confidence historical match,"@698529 Are you toggling Wi-Fi and Bluetooth off via Settings, or via the Control Center?"
2687746,Has anyone found a solution to prevent “tiny print” from apple pages after @AppleSupport ios11 update please?,@396317 We'd like to help get you in touch with the right group for Pages here: https://t.co/IBIY3vMgPj,software_update_issue,0.5984,0.2564,9,ESCALATE,Low intent confidence,@325185 Thanks for reaching out to us for support. Can you please tell us the model of your device?
2975794,@AppleSupport what is it “A boxed and question mark” that pops up when typing the letter “i”? https://t.co/Mvcu8SieeU,"@820696 We'd like to help. Have you tried restarting the device? If not, try that first.",information_or_how_to,0.4354,1.0,9,ESCALATE,Low intent confidence,"@820696 We'd like to help. Have you tried restarting the device? If not, try that first."
1588880,"@115858 fix these dumb ass glitches , pay too much money for this shit",@488608 We're happy to help. What is happening with your device? Let us know to continue.,account_or_billing_issue,0.4775,1.0,7,ESCALATE,Low intent confidence,@488608 We're happy to help. What is happening with your device? Let us know to continue.
751737,@AppleSupport Mostly them all but on YouTube and twitch all the time it’s quite annoying lol,"@299672 Thank you for your reply. After you've increased or decreased the volume, does the icon disappear after a few seconds?",information_or_how_to,0.2177,0.1742,2,ESCALATE,Low intent confidence,@555584 We can understand your want to text and YouTube. Meet us in DM so we can gather information and better assist you. https://t.co/GDrqU22YpT
1047994,@AppleSupport iOS 11.0.3 and WatchOS 4,"@204199 Thank you for that info. While we cannot set up a sync frequency, let's see if this link helps: https://t.co/0wGsm473lG",software_update_issue,0.9748,1.0,19,AUTO-HANDLE,High-confidence historical match,@210133 Thanks so much. Do you recall having installed the watchOS beta on your device? Let's bring this to DM to explore further. https://t.co/GDrqU22YpT
387598,"@AppleSupport iPhone 7. It doesn’t record and freezes my phone. Also, I can only make/accept calls about 25% of the time and my phone keeps restarting.",@207741 Thanks for letting us know! Let us know what kind of troubleshooting you’ve completed in DM. We’ll continue there. https://t.co/GDrqU22YpT,performance_freezing,0.8681,1.0,15,ESCALATE,Device-specific troubleshooting required,@207741 Thanks for letting us know! Let us know what kind of troubleshooting you’ve completed in DM. We’ll continue there. https://t.co/GDrqU22YpT
1724416,"I️ wish my phone wouldn’t do this, @115858 
I️ wish you would fix it.",@521570 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.4516,0.3793,9,ESCALATE,Intent is too broad or unclear,@603630 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
